ID	TCGA-CV-7104-01A-11R-2016-07	TCGA-F7-A61W-01A-11R-A28V-07	TCGA-F7-A620-01A-11R-A28V-07	TCGA-C9-A47Z-01A-11R-A24H-07	TCGA-CV-7446-01A-11R-2232-07	TCGA-HD-7831-01A-11R-2132-07	TCGA-CV-5979-01A-11R-1686-07	TCGA-CV-6952-01A-11R-1915-07	TCGA-CV-7180-01A-11R-2016-07	TCGA-CV-A465-01A-11R-A266-07	TCGA-CV-6950-01A-11R-1915-07	TCGA-CN-6998-01A-23R-2016-07	TCGA-CR-6493-01A-11R-1873-07	TCGA-DQ-7591-01A-11R-2081-07	TCGA-WA-A7H4-01A-21R-A34R-07	TCGA-CQ-A4CE-01A-11R-A266-07	TCGA-CV-6961-01A-21R-1915-07	TCGA-CV-7438-01A-21R-2132-07	TCGA-BB-4225-01A-01R-1436-07	TCGA-C9-A480-01A-12R-A24H-07	TCGA-CN-A6UY-01A-12R-A34R-07	TCGA-CN-6017-01A-11R-1686-07	TCGA-BB-4228-01A-01R-1436-07	TCGA-CV-6959-01A-11R-1915-07	TCGA-F7-A50G-01A-11R-A266-07	TCGA-CV-6441-01A-11R-1686-07	TCGA-CR-6472-01A-11R-1873-07	TCGA-CN-4742-01A-02R-1514-07	TCGA-BA-4074-01A-01R-1436-07	TCGA-DQ-5631-01A-01R-1873-07	TCGA-BB-A6UO-01A-12R-A34R-07	TCGA-CV-6943-01A-11R-1915-07	TCGA-CV-6941-01A-11R-1915-07	TCGA-CR-5250-01A-01R-1514-07	TCGA-F7-A50J-01A-21R-A28V-07	TCGA-QK-A652-01A-11R-A30B-07	TCGA-CV-A6JO-01B-11R-A34R-07	TCGA-CV-A45P-01A-11R-A24H-07	TCGA-CV-5977-01A-11R-1686-07	TCGA-MT-A67A-01A-11R-A30B-07	TCGA-D6-A4Z9-01A-11R-A24Z-07	TCGA-D6-6825-01A-21R-1915-07	TCGA-CV-7406-01A-11R-2081-07	TCGA-CV-6939-01A-11R-1915-07	TCGA-P3-A5QE-01A-11R-A28V-07	TCGA-P3-A5QA-01A-11R-A28V-07	TCGA-CQ-6218-01A-11R-1915-07	TCGA-CR-6488-01A-12R-2081-07	TCGA-CN-5370-01A-01R-2016-07	TCGA-IQ-A61J-01A-11R-A30B-07	TCGA-CQ-5325-01A-01R-1686-07	TCGA-CQ-6229-01A-11R-1915-07	TCGA-UP-A6WW-01A-12R-A34R-07	TCGA-CN-A642-01A-12R-A30B-07	TCGA-CR-7394-01A-11R-2016-07	TCGA-CV-6003-01A-11R-1686-07	TCGA-CN-4736-01A-01R-1436-07	TCGA-CQ-7065-01A-11R-2081-07	TCGA-BA-A6DB-01A-11R-A30B-07	TCGA-CR-7397-01A-11R-2016-07	TCGA-CQ-5330-01A-01R-1686-07	TCGA-IQ-A6SH-01A-12R-A34R-07	TCGA-BA-A6DE-01A-22R-A31N-07	TCGA-CV-6433-01A-11R-1686-07	TCGA-CQ-A4CA-01A-11R-A24Z-07	TCGA-HD-8314-01A-11R-2403-07	TCGA-CV-6945-01A-11R-1915-07	TCGA-BA-4075-01A-01R-1436-07	TCGA-KU-A6H8-01A-21R-A34R-07	TCGA-UF-A7JS-01A-11R-A34R-07	TCGA-CQ-6219-01A-11R-1915-07	TCGA-MZ-A7D7-01A-21R-A34R-07	TCGA-QK-AA3K-01A-11R-A39I-07	TCGA-BB-4224-01A-01R-1436-07	TCGA-IQ-A6SG-01A-12R-A34R-07	TCGA-CN-4737-01A-01R-1436-07	TCGA-DQ-5624-01A-01R-1873-07	TCGA-CQ-6224-01A-11R-1915-07	TCGA-CR-7392-01A-11R-2016-07	TCGA-DQ-5625-01A-01R-1873-07	TCGA-CV-5973-01A-11R-1686-07	TCGA-CV-6933-01A-11R-1915-07	TCGA-CV-7236-01A-11R-2016-07	TCGA-IQ-A61H-01A-11R-A30B-07	TCGA-CV-6951-01A-11R-1915-07	TCGA-CN-4733-01A-02R-1873-07	TCGA-BA-7269-01A-11R-2016-07	TCGA-CN-6996-01A-11R-1915-07	TCGA-CV-7238-01A-11R-2016-07	TCGA-MT-A51X-01A-11R-A266-07	TCGA-CV-6954-01A-11R-1915-07	TCGA-CQ-A4CH-01A-11R-A266-07	TCGA-T2-A6WZ-01A-21R-A34R-07	TCGA-CV-6956-01A-21R-2016-07	TCGA-CQ-5333-01A-01R-2403-07	TCGA-CQ-7072-01A-21R-A30B-07	TCGA-IQ-A61E-01A-22R-A30B-07	TCGA-HD-8635-01A-11R-2403-07	TCGA-CV-A6JT-01A-11R-A31N-07	TCGA-CN-5367-01A-01R-1436-07	TCGA-CV-5971-01A-11R-1686-07	TCGA-BA-6871-01A-11R-1873-07	TCGA-CV-A45T-01A-11R-A24H-07	TCGA-F7-A61S-01A-11R-A28V-07	TCGA-CR-6477-01A-11R-1873-07	TCGA-CV-6436-01A-11R-1686-07	TCGA-CR-7372-01A-11R-2016-07	TCGA-D6-A4ZB-01A-11R-A24Z-07	TCGA-HD-8224-01A-11R-2403-07	TCGA-CR-7390-01A-11R-2016-07	TCGA-CV-5439-01A-01R-1686-07	TCGA-CQ-5327-01A-01R-1686-07	TCGA-CR-7393-01A-11R-2016-07	TCGA-CN-4725-01A-01R-1436-07	TCGA-CV-A45R-01A-11R-A24H-07	TCGA-H7-A6C4-01A-11R-A30B-07	TCGA-D6-6515-01A-21R-1873-07	TCGA-CV-5976-01A-11R-1686-07	TCGA-CV-7255-01A-11R-2016-07	TCGA-CX-7085-01A-21R-2016-07	TCGA-CN-6016-01A-11R-1686-07	TCGA-CN-6024-01A-11R-1686-07	TCGA-CR-7401-01A-11R-2016-07	TCGA-DQ-7592-01A-11R-2081-07	TCGA-4P-AA8J-01A-11R-A39I-07	TCGA-CV-5970-01A-11R-1686-07	TCGA-CV-7103-01A-21R-2016-07	TCGA-D6-8569-01A-11R-2403-07	TCGA-CQ-6222-01A-11R-1915-07	TCGA-CV-A6K0-01B-21R-A31N-07	TCGA-CN-A498-01A-11R-A24H-07	TCGA-HD-8634-01A-11R-2403-07	TCGA-HD-A6HZ-01A-12R-A31N-07	TCGA-CR-7382-01A-11R-2132-07	TCGA-BA-6873-01A-11R-1873-07	TCGA-BA-A6DG-01A-21R-A30B-07	TCGA-CN-6019-01A-11R-1686-07	TCGA-F7-A61V-01A-11R-A28V-07	TCGA-BA-4077-01B-01R-1436-07	TCGA-CN-A6V6-01A-12R-A34R-07	TCGA-CR-7391-01A-11R-2016-07	TCGA-CQ-5329-01A-01R-1686-07	TCGA-CQ-6221-01A-11R-2081-07	TCGA-DQ-5630-01A-01R-1873-07	TCGA-CV-6934-01A-11R-1915-07	TCGA-D6-6823-01A-11R-1915-07	TCGA-CV-A6JU-01A-11R-A31N-07
MALAT1	4.885003198	3.68914621	8.310833	18.05742	110.2429	5.321319422	6.012561	13.326207856	11.667338625	8.69147	4.41183	5.616421	4.49424	16.23494	14.03013	33.92085	5.454404	8.741056	3.793702	22.72574	6.014782	7.740054	4.813207	5.740852	16.45345	7.115908	11.08119	4.584215156	2.2505	6.392431	11.0263	3.418801	9.636015	7.112425358	29.184455464	13.862368936	12.11919	18.89043	8.892237	19.86823	4.343862063	20.47614	3.844979	13.65413	15.65	12.84084	2.388161125	26.870663229	4.602529	28.58748	4.740026681	12.937945708	6.932082711	8.407745	5.692604714	8.350135	15.23703	8.88808	6.037481472	14.85384	8.170248495	3.462817	12.65033	15.08832	5.998215	18.00858	23.333860354	1.840025	16.04514	4.250311	2.951226	8.582494	14.831555172	40.77274	14.68168	25.06923	5.28693	5.302095	5.931164	5.344531867	74.08955	12.915475964	4.661881	40.203488727	26.62313	2.991354	5.872128	6.282371943	32.617089901	14.48323	6.130008	9.594474	11.37064	12.29589	4.224755	21.50927	5.520637866	16.41487	5.051661642	5.584856813	12.30777	10.51504	8.083012629	5.247735	2.504761	21.01438	4.058575	29.64026496	12.15854	5.67357	7.727084967	4.183548	4.899662	12.05518	13.91449	8.213819	3.647228	10.25241	5.300214	8.953395	3.312364	13.37225	4.494574	5.169829	8.957299	9.582999	3.010792	6.417997505	8.121075	16.146953468	11.99875	11.318577156	10.232261296	5.332133	3.793334305	15.84534	3.207163877	12.86475	3.45931094	14.437259001	5.234096143	1.185241327	2.59992506	5.357005561	5.351188	4.594998	5.608833
AC245595.1	0.401879266	1.607205341	0.5218615	0.3087458	1.655099	0.963344936	2.343037	0.243111075	0.698560784	0.2589461	2.119277	0.4055888	0.8402483	0.07896782	1.623485	0.09354268	1.19033	0.2128168	0.09946593	0.4533477	0.1961391	0.6940304	0.3215494	1.110761	0.6537994	0.1631973	0.2750778	0.54415847	2.698169	0.3992834	1.17613	0.4985682	0.6266156	0.348989602	0.720544751	0.651418551	0.3694409	0.3317815	2.994717	0	0.35192843	0.4100765	0.6189498	0.1780523	0.1107927	1.976323	0.588674668	0.590237398	0.6341271	0.7109912	0.587439147	0.83646088	0.410800287	0.6837732	0.243453146	2.102581	0.8938372	0.7540446	1.306856443	0.7194824	3.532029881	0.7834068	1.962782	0	0.5137109	0.4026643	1.001654081	2.434246	0.594696	0.2407827	0.2543521	0.8513705	0.928678818	0.7747683	0.6990703	1.32279	2.40973	0.9850158	0.7108382	0.408983029	0.4679651	0.483167485	0.8886907	1.351596916	0.5537951	0.9287078	0.8554008	0.743392134	0.532259113	0.4865545	1.680391	0.4682613	1.461245	0.5791125	0.4915456	1.535601	0.070310927	2.199072	1.101273676	2.75615697	0.5009053	0.5959898	1.12676721	1.249651	0.9006519	0.6506465	0.661095	1.060690677	0.1987596	0.5656427	0.313176284	1.236574	0.3684403	0.3587347	0.4872426	0.6441352	0.6310297	0.2791503	3.587471	0.5291632	1.048076	0.5730597	0.6708865	0.5208713	1.498573	0.5214799	0.6173793	0.166183801	0.3784092	0.724817288	0.3356769	0.239304012	0.302905173	1.041275	0.567732933	0.8994584	0.793877274	0.3816646	1.135952747	0.220299519	0.296086077	1.880177512	0.49121761	0.724321494	0.8666369	0.7177572	0.4863183
CASC19	0.145063834	0.233284941	0.1626858	0	3.255765	0	0.04959653	0.085504168	0.513315734	0.1973258	0.09141297	0	0	0	0.09516549	0.4276965	0.06255674	0.09730425	1.273381	0.2961143	0.06405632	0	0.1960254	0.03431505	0.1067609	1.06596	0.05716876	0.037697049	0.3046071	0	0	0.8864945	2.417357	0.212753697	0	0.045127584	0.2639313	2.52829	0.1037308	0.4181826	0.053636322	1.071403	0.2080858	0.9497739	0.1013134	0.1426762	0	0.03855268	2.933877	0.13932	0.179059562	0.95611809	0	0.3234158	0.347849437	1.94867	0.5702524	0.08840123	0.248967429	0.3289622	6.105174797	0.1119343	2.683476	0	0.06181034	0	1.084682342	0.1703552	0	0	0.1341866	0	0.081655998	0.2683637	3.647054	0.5125481	0.2053003	0.1732191	0.1681086	0	0	0	0.04063278	0.727033058	0.1460807	0.2359025	0.09539194	1.264722895	0.043457123	0.476706	5.012305	0.0509759	0	0	0	1.106061	0.16073806	0.4755561	0.055947237	0.248718166	0.1908536	9.501606	0.262847603	0.3662603	0	2.024578	0.09445823	0.277125567	0.3786542	3.62073	0.143190683	0.05048102	0	2.32363	1.43214	0.04750193	0.4958935	0.1595416	0.1815793	0	0	0.7558118	0	1.871203	0.6045692	0	4.312589	0.075982675	0.136592	0.236715338	0.102319	1.398077362	1.731181472	0.2303673	0.144210697	0.05015256	1.30444906	3.373763	0	0	0.315878933	0	0	0	1.448953	10.23129	0
ZSCAN16-AS1	0.71378381	2.731148666	1.223741	0.3132147	1.642304	1.149751273	0.96774	0.59481332	0.899983527	0.8370155	0.6721086	0.8203256	0.689741	1.163963	2.422034	0.5714731	1.103868	1.601449	0.4552624	1.155571	3.260564	1.80592	1.164099	0.925745	0.634001	1.564468	1.377389	0.434936452	4.65149	0.7405053	2.614838	0.8004124	1.253258	1.137096217	0.935216811	1.952503423	1.755442	0.5490935	0.9064097	1.348122	1.592599531	0.5680836	1.29221	1.105027	1.315037	0.9683248	0.698856845	0.830745201	0.7496222	1.363163	0.896249814	0.985836331	2.868195069	1.774276	0.672830548	1.403359	1.177195	1.124939	2.386714802	2.148901	1.29206002	1.72828	0.7986586	1.711751	2.055544	2.258724	3.033251086	2.75556	5.132518	14.64458	1.745522	2.599275	5.056971407	2.422395	2.384821	0.7131125	0.5166993	1.246152	0.6370199	1.038366191	2.483926	1.973708743	1.323693	2.025110305	1.594551	1.080702	17.9657	0.590116312	1.541050258	1.123383	2.433395	1.401166	3.892014	0.5211424	2.335637	1.713485	1.509089858	1.775145	1.243539205	1.223812965	3.45197	2.305685	1.159543147	1.118593	1.525739	1.626432	1.39434	2.03363146	0.7838125	0.4680652	0.761256306	0.9764332	0.8574796	0.9914337	1.124971	1.200901	0.5966228	0.8797655	0.9499403	0.8784941	1.151849	1.52178	0.8043419	0.3809884	2.313711	0.3640957	2.108697	0.477008204	1.985394	1.25512207	0.9027531	0.247527898	1.022189426	0.6449327	1.003207745	1.557234	1.847608969	1.213951	0.773535563	1.89213731	0.911127446	1.071154644	1.993310366	2.065845822	1.455009	0.6277846	7.743533
AC012065.3	0.242544086	1.803972788	0.6346847	0.9985685	0	1.321821111	2.03165	1.536835159	0.810573744	1.154738	2.190718	0.3045216	0.7469072	0.1509203	1.352477	0.3128566	2.510249	0.3660546	0.0380191	0.7426465	1.017459	0.3316011	0.1638755	0.5737415	0.5801326	0.2673399	0.2389628	0.157571946	1.082257	1.693118	0.986828	0.0264679	0.3742387	0.222325191	2.436367979	0.905429967	0.529546	0.7609058	2.211309	0.2097581	0.941629008	0.1119603	0.06958313	0.1890482	0.04234854	5.605972	0	0.934660991	0.1154209	0.8929383	0.299384324	1.045246323	0.375485377	1.261739	0.232639168	3.402947	0.3178172	1.108539	0.416269004	0.3208443	0.932965576	0.6550325	1.581386	0.8100432	1.136803	0.4143766	1.410553752	0.3323026	0.09471335	10.30791	0.2243575	0.3149239	0.955691379	0.8525286	0.3425734	0.385637	0.7723313	1.534982	0.4216117	0.142115039	1.882857	0.432849004	1.053028	0.303896506	0.1221222	0.8381523	0.398734	0.561688934	0.799254695	1.195566	0.1223428	1.875077	1.582516	0.5312533	1.056851	4.703691	3.404180689	1.192682	1.449912784	0.79705013	0.4148348	0.1498728	2.680806054	1.102285	1.018724	0.3108727	0.3158649	0.637104735	0.3798618	0.5765519	0	0.2110084	0.3249918	1.0284	0.1330285	1.469314	0.07537498	1.233722	1.745684	0.121358	0.2503803	0.0842469	0.07770743	0.3413037	2.864015	0.1594612	0.03277532	1.397458129	0.1141897	1.088405263	0.1283066	0.152449557	1.042021395	0.3530725	0.602794142	3.521875	0.047413371	0.5349101	0.144732628	0.300734294	0	0.50531109	0.1444302	0.48857489	0.1977652	4.11525	1.580036
APTR	0.498036897	2.388950677	1.759071	0.6620568	2.161592	0.561560775	1.133217	0.804745918	1.039841529	2.312722	1.067782	0.2705063	1.08416	2.422189	2.073011	1.025333	1.010907	0.8754871	2.702765	1.279548	5.778582	0.7122114	2.314886	1.133426	1.232314	1.526971	1.759691	0.263307805	1.942816	1.33054	0.9937606	0.4985101	3.879382	2.191294452	2.107629155	2.452218331	0.531183	0.939855	1.105235	1.524829	1.403316508	0.9407318	1.537204	3.255434	4.587781	1.3175	0.555212858	0.634415443	0.9521014	1.220533	1.070516255	1.441021802	3.731818125	1.774023	0.337683257	0.927916	1.046413	0.9942287	2.240064361	0.6231181	1.080274998	1.146262	2.942528	3.036509	1.046409	2.883756	1.05107922	2.292414	1.884475	1.264234	1.138494	3.359662	2.088075561	1.931665	3.614205	1.07402	0.4253358	0.5947002	0.6965661	0.734574298	0.8265741	2.56221477	0.9476481	2.008331104	1.187526	0.8238703	2.247342	0.91707709	1.034097288	1.54885	1.897123	1.671664	1.871933	0.9341346	1.272142	1.759196	0.919750092	1.97049	1.07299581	1.15817085	0.7682164	2.143615	1.499876254	2.488893	0.4875142	0.6163301	0.8051498	2.624647308	4.455881	0.8368836	1.164032471	0.5677486	0.7593801	0.9102169	1.375214	1.012251	0.448311	1.005768	0.712972	0.4411036	0.5377656	3.8595	0.852839	1.151937	3.006074	0.7395528	1.624493	1.448254298	0.9109512	2.417073594	1.181041	1.00747847	1.188707381	0.6545405	0.657298399	1.537791	1.497298956	1.790459	1.550864578	3.023737805	0.646416396	2.043394736	1.114698304	1.291518827	1.228768	1.245533	2.750851
AC093297.2	0.895415207	0.977929176	1.423259	2.216637	3.124159	1.482069132	2.03931	1.165686437	1.871144958	1.287537	0.8308278	1.704439	1.322251	1.842583	1.901003	1.418731	0.9714189	1.489718	1.491989	1.122575	3.007466	0.8386201	0.8145919	1.581083	1.432132	7.437136	4.317888	0.450717116	0.9604594	2.39986	1.702042	0.9555891	1.625284	1.450245679	1.718222098	3.243932782	0.7696685	2.012808	0.869678	2.451178	2.40875459	1.295321	1.620192	2.017926	3.589682	2.787656	1.331950765	1.585209011	1.343745	1.747007	0.783252196	1.436996896	2.256424765	2.177071	1.044819752	0.6882324	1.448155	1.675655	2.305149559	1.207132	1.732513302	2.766405	1.391908	2.144175	1.955707	3.221314	1.481979431	0.7451772	2.676132	0.2728871	1.050018	1.583732	3.012253091	1.400844	1.332416	1.502151	1.032741	3.763266	1.732157	0.477146867	2.224886	1.308578606	1.386357	1.802129222	1.753684	0.7825223	1.161398	1.584750673	1.317974948	1.490556	11.29863	1.635198	1.07158	7.82188	0.9728508	2.531287	1.398406221	2.585396	1.321528412	1.505006766	1.391404	1.395871	1.571342027	1.335097	2.383358	1.463955	0.9158921	1.40415242	4.074572	0.7290506	1.496286691	1.641405	1.426525	1.285466	1.508132	1.004297	1.268633	2.006393	1.023731	0.8607721	0.6404907	1.528159	1.578955	3.184756	1.900151	1.696548	3.68141	1.506733127	1.639773	2.08816409	3.610392	1.134478281	2.483822418	1.013284	0.799031535	2.581373	1.207355021	2.985466	0.555354676	2.370842447	1.092228638	0.587555472	1.486248153	1.249809637	1.552186	1.243174	1.061795
PCED1B-AS1	0.751857906	0.089990496	2.021085	0.2062197	0.3916599	0.616634067	0.4591689	0.548034151	0.453569088	0.4332936	0.3833708	0.2633451	0.2120907	2.707015	0.9375278	0.7995449	0.5420302	1.004795	2.580208	0.3807571	3.200889	3.891987	0.8666929	0.7779374	1.172143	0.0885657	0.5971288	0.684581817	0.6372293	0.3622743	0.3347052	3.667705	0.6322963	3.080800143	1.000142142	1.724743549	1.547549	0.2640803	0.2400872	0.8140225	0.751220752	1.775059	0.3062603	1.900338	3.836049	0.2483759	0.532447226	1.052468219	1.683803	0.9150119	3.453643151	0.711463084	1.962819668	1.842591	3.261707224	0.1541962	1.421389	0.06295586	3.723399688	0.8199586	1.503831031	1.056226	0.266296	3.003774	1.81211	1.302729	0.271794235	0.3707008	1.237155	1.868589	1.688269	0.2757281	2.045017944	0.4077185	0.3015577	0.5536083	0.8122597	0.8306225	2.813427	1.129934059	0.3876237	1.016065906	0.5063985	0.733499232	0.2254046	5.733013	0.9397587	1.848281869	2.212813655	0.3709255	0.7425738	0.7321109	2.947332	0.1131405	4.309798	0.6107476	0.794939467	0.8869986	1.0956937	0.403456473	2.22	0.9915934	5.54081387	1.295486	1.546127	1.113245	0.4652801	1.603532602	0.7910102	0.2302268	0.674166309	1.701661	2.137918	0.356917	1.366181	0.7949814	2.627264	0.2840481	0.1113534	2.860233	0.8709459	0.2033424	0.4247646	0.4280462	1.793959	0.8207069	0.5165293	0.496025322	1.642874	2.437375617	0.789398	0.360744693	1.882195142	1.494755	0.710349617	1.363186	2.282052153	0.6213777	1.212393207	3.629333818	1.976403289	1.155870973	0.727966509	1.971193737	1.775969	0.3055061	0.4816548
LINC00685	0	0.100018193	0.4184979	1.070789	3.244457	0.096842368	0.2126393	0.183294565	0.195624999	0.2115029	0.4441787	0.1703717	0.3447465	0.5159969	1.958452	0.09168494	0.02682047	0.1668722	0.9359094	1.354192	0.7140483	0.1133745	0.3781962	0.08827307	0.274635	0.5027197	2.25496	0.193946031	0.2611935	0.1956769	0.2249312	0.1900371	0.499014	0.729725298	0.271628795	1.122179606	0.6789447	0.6503848	0.1334201	2.008058	1.195789218	0.1148378	0.2498002	0.1163441	0.6081171	1.060293	0	0.561986382	0.2071778	1.274278	0	0.189195905	1.225431779	0.9706252	0.178963659	0.8540354	0.3259854	0.7580199	0.960676889	0.5171419	0.056290804	0.4319148	0.188608	1.172982	0.5830101	0.5464626	1.033433072	0.1947675	1.165771	2.454409	0.3835395	0.1615089	1.260325981	3.773896	0.5622046	2.021691	0.1467002	0.3861814	0.1441492	0.218651292	0.8207803	0.355178902	0.2438916	0.935120791	0.2505216	0.2022808	1.308742	0.16944849	1.229694432	0.04541825	0.2196025	1.049055	0.5728899	0.2270446	0.7226755	1.525722	0.367544349	0.6990484	2.974353795	0.177725014	0.4582269	1.414267	0.270462814	0	0.3963435	0.1771458	0.5264722	2.138658291	0.2597497	0.2956849	0.122782665	0.1731452	0.3333444	0.4688137	0.5003073	0.2443908	0.6184975	0.1026024	0.0519	0.3319386	0.4280254	0.5616788	0.5180798	0.3500756	1.440011	0	0.5715005	0.977300529	0.3123319	2.029778719	0.3948125	0.416980408	0.950046505	0.3292244	0.185485954	1.20413	0.194527755	0.4489018	0.692777828	1.233853784	1.044741105	0	0.296284382	0.292326837	0.3042719	0.1103534	3.908613
ASH1L-AS1	0.645848025	1.186154553	0.9218415	0.4449971	4.514168	0.497108134	0.9936535	0.532084868	0.744475287	1.40764	0.5272313	0.31162	0.9763541	1.11428	1.415518	0.762752	0.7880648	0.7827398	0.5798148	1.153556	1.691691	1.264281	1.457868	0.5104116	0.4699159	2.054728	0.6594504	0.663705027	1.964892	0.4502672	1.751822	0.5766456	0.9512286	0.839576418	0.673118172	1.438371738	1.249842	0.6293329	0.9603895	0.5585453	1.253688028	0.4065392	1.718111	0.947305	1.353192	0.8084591	0.35900051	0.67876952	0.4400601	0.7894413	0.652256667	0.84838219	1.090739986	1.194463	0.464604856	0.7887089	0.5193117	0.6306174	0.982484369	1.148375	0.777176258	1.342147	2.630715	1.695601	0.8255693	1.655107	0.768279277	0.9825368	1.616394	1.570684	0.8961311	1.295989	3.494998268	1.612979	2.43808	0.5601146	0.5712691	0.3260072	0.4592743	0.79985259	0.4273026	1.844149182	0.4070336	2.70352264	1.478126	0.4833659	2.012502	0.491891165	1.332361604	1.221973	2.95419	0.7737037	1.352064	0.5626349	0.8954242	0.4963295	1.138505862	0.5361876	0.62837678	0.767583897	1.286154	1.164594	1.308541896	0.8227376	0.9949269	0.3261006	0.5734685	2.397514368	1.011499	0.7981535	1.115639784	0.8428117	0.5113671	0.9543015	1.690639	1.052625	0.4242259	0.8717386	0.8819136	0.5287955	0.5454935	2.171953	0.3668125	0.5163783	1.977949	0.4053137	1.213907	0.668886362	0.9121951	1.095811886	0.698841	0.793435425	1.135105192	0.4895068	0.809858167	0.5632934	0.516488084	1.041786	1.016041404	1.834553815	0.219170636	1.019352856	0.589995574	0.620922513	0.6911762	0.7324944	5.382908
AC113346.1	0.556499237	1.044092359	0.4160676	0.277714	0.1687822	4.549229275	0.1268427	0.54669041	0	0.3784943	0.3506818	0.296419	0.3998686	0.5386504	2.190464	0.2050931	0.519962	0.9332054	0.1744639	2.271929	0.4095587	0.08453709	0.4386666	0.1316407	0.06826004	0	0.1462086	1.108713546	4.041218	0.8024797	1.593328	1.012144	0.6869301	0.408086796	2.99757045	0.577067009	0.337501	0.905251	0.198968	0.3208495	0.823046559	0.1712564	1.330444	0.05783425	0.1943311	9.608852	1.042969162	0.640887934	0.9710235	1.662778	0.801400722	0.517267318	0.783202789	0.551422	0.800659715	0.9967412	0.3038366	0.3956494	0.159183008	2.243515	0.419729338	1.359787	0.2812691	0	6.876454	0	3.390524672	2.759319	0.07243757	0.9854473	0.6291652	0.8831402	2.610431281	0.2745352	4.558853	1.114212	1.312634	1.461921	1.433121	0.380417695	0	0.397255845	0.4676309	0.077474196	0.0622667	0.6033185	1.768739	0.303236043	0.555706068	0.4741223	2.198867	0.9125929	2.278252	0.6771783	2.873915	1.844832	1.438801658	1.129357	1.287761135	0.689102422	0.1952425	1.788133	1.008345683	0.6556953	0.6985288	0.4226809	0.6643343	4.784037014	0.193681	2.314996	0.122069641	0.3227619	0.1657043	0.6991368	0.2713101	0.4252002	0.2305897	0.357023	0.2321937	0.4331394	1.085126	0.3865964	1.188626	0.7395905	10.13607	0.8537008	1.102941	0.680137604	0	0.227024031	0.1308399	0.310919189	1.416794091	0.6382593	0.0922044	9.812253	0.797767135	0.3719125	0.442770897	0.092001641	0.577041157	3.091729179	14.912292306	1.183276178	0.1512525	1.110839	0.4975866
GPRC5D-AS1	0.477940601	3.61535318	2.843128	2.274922	3.025168	1.844314132	2.205971	2.011775898	1.593175492	1.15009	1.764508	1.978094	0.02879616	0.7305525	1.073537	0.9649464	1.266875	1.719673	0.8354964	2.513244	2.622015	0.5539951	1.616363	0.9253513	0.8602444	0.02863051	1.050275	0.733050893	1.828546	0.962288	1.352748	1.231331	2.294107	2.794307434	2.66138967	2.399912898	0.9470776	1.950291	2.173154	1.976819	0.679969135	1.429242	0.733271	1.690941	2.312991	1.84453	1.901495212	1.412398204	0.8343603	2.564504	0.557883758	1.813422814	0.886131899	2.571231	1.300525139	2.419231	0.8219775	0.07597951	2.099715203	0.877666	0.80402251	0.05411578	1.640006	2.155503	1.414454	1.20199	0.841630798	1.616696	0.6998834	0.2483812	1.922189	2.212457	0.052636565	1.562685	4.376095	2.312768	2.385785	0.7853376	0.4515212	0.949707876	1.736144	3.256014553	0.2095395	1.418984359	3.253945	1.330577	5.503439	0.946887684	0.994463338	2.56645	2.716084	0.09857927	2.117479	1.615792	1.727919	2.448939	1.346981178	0.9269485	3.095523266	0.96196265	0.2214482	1.032367	1.988038919	4.273345	0.6636244	2.215069	2.689267	1.615193432	0.02440857	2.060749	1.779390148	0.7375904	1.120711	0.9655216	1.436053	0.704269	1.235049	2.442514	1.498871	0.9097703	1.002853	5.906026	1.662736	1.717925	1.226876	0.07172487	1.339432	1.477547178	1.159313	1.614910013	1.621423	0.30693713	5.758266354	0.4702434	0.085213493	3.022764	1.608612419	1.574836	0.837000312	2.720835417	0.906593146	3.311888173	1.164711598	0.978448927	0.6226766	2.008295	2.992074
AL137246.2	0	0	0	0.06019934	0	0	0	0	0	0	0.01689253	0	0	0.5337684	0.05275791	0	0	0.05394359	0.02521206	0	0	1.026193	0.02716817	0	0	0	0	0.020898515	0.02110854	0.01581377	0	0	0	0	0	0.275196457	0	0	0	0.09273294	0	0.04949707	0.0461435	0	0	0.02636564	0	0.064118581	0.01913511	0.05149086	0.496335795	0.020386669	0	0.05976515	0	0	0.5795843	0.02450397	1.863306836	0	0.03639345	0	0	0	0.06853291	2.002045	0	0	7.882455	0.06103224	0	0.06961308	0.045268506	0.2677962	0	0	0.01896909	0.03841172	0.03106538	3.722576781	0	0.019136023	0	0.067175512	0	0	0	0	0.337285042	0.02936407	0	0	0	0.1174321	0.07787137	0	0.029703358	0.9039054	0	0	0.3597388	0.07950953	0.058287052	0	0	0	0	0.038408264	2.015218	0	0	0	0	0.01894376	0	0.4476806	0	0.0442234	0	0.05365171	0.02767294	0	0	0.01886107	0	0	0.02173469	0	3.508544	0.098422805	0	0	0.115168024	0	0	0	0	0.0322474	0	0.079771816	0.025016739	0	0	0	0.0163933	0	0.1849038
