ID	TCGA-CV-6959-11A-01R-1915-07	TCGA-CV-6961-11A-01R-1915-07	TCGA-HD-8635-11A-01R-2403-07	TCGA-CV-7255-11A-01R-2016-07	TCGA-HD-A6HZ-11A-11R-A31N-07	TCGA-CV-7406-11A-01R-2081-07	TCGA-CV-6939-11A-01R-1915-07	TCGA-H7-A6C4-11A-21R-A466-07	TCGA-CV-7103-11A-01R-2016-07	TCGA-CV-6933-11A-01R-1915-07	TCGA-CV-6943-11A-01R-1915-07	TCGA-CV-7438-11A-01R-2132-07	TCGA-CV-6956-11A-01R-2016-07	TCGA-CV-7238-11A-01R-2016-07	TCGA-CV-6934-11A-01R-1915-07	TCGA-CV-7104-01A-11R-2016-07	TCGA-F7-A61W-01A-11R-A28V-07	TCGA-F7-A620-01A-11R-A28V-07	TCGA-C9-A47Z-01A-11R-A24H-07	TCGA-CV-7446-01A-11R-2232-07	TCGA-HD-7831-01A-11R-2132-07	TCGA-CV-5979-01A-11R-1686-07	TCGA-CV-6952-01A-11R-1915-07	TCGA-CV-7180-01A-11R-2016-07	TCGA-CV-A465-01A-11R-A266-07	TCGA-CV-6950-01A-11R-1915-07	TCGA-CN-6998-01A-23R-2016-07	TCGA-CR-6493-01A-11R-1873-07	TCGA-DQ-7591-01A-11R-2081-07	TCGA-WA-A7H4-01A-21R-A34R-07	TCGA-CQ-A4CE-01A-11R-A266-07	TCGA-CV-6961-01A-21R-1915-07	TCGA-CV-7438-01A-21R-2132-07	TCGA-BB-4225-01A-01R-1436-07	TCGA-C9-A480-01A-12R-A24H-07	TCGA-CN-A6UY-01A-12R-A34R-07	TCGA-CN-6017-01A-11R-1686-07	TCGA-BB-4228-01A-01R-1436-07	TCGA-CV-6959-01A-11R-1915-07	TCGA-F7-A50G-01A-11R-A266-07	TCGA-CV-6441-01A-11R-1686-07	TCGA-CR-6472-01A-11R-1873-07	TCGA-CN-4742-01A-02R-1514-07	TCGA-BA-4074-01A-01R-1436-07	TCGA-DQ-5631-01A-01R-1873-07	TCGA-BB-A6UO-01A-12R-A34R-07	TCGA-CV-6943-01A-11R-1915-07	TCGA-CV-6941-01A-11R-1915-07	TCGA-CR-5250-01A-01R-1514-07	TCGA-F7-A50J-01A-21R-A28V-07	TCGA-QK-A652-01A-11R-A30B-07	TCGA-CV-A6JO-01B-11R-A34R-07	TCGA-CV-A45P-01A-11R-A24H-07	TCGA-CV-5977-01A-11R-1686-07	TCGA-MT-A67A-01A-11R-A30B-07	TCGA-D6-A4Z9-01A-11R-A24Z-07	TCGA-D6-6825-01A-21R-1915-07	TCGA-CV-7406-01A-11R-2081-07	TCGA-CV-6939-01A-11R-1915-07	TCGA-P3-A5QE-01A-11R-A28V-07	TCGA-P3-A5QA-01A-11R-A28V-07	TCGA-CQ-6218-01A-11R-1915-07	TCGA-CR-6488-01A-12R-2081-07	TCGA-CN-5370-01A-01R-2016-07	TCGA-IQ-A61J-01A-11R-A30B-07	TCGA-CQ-5325-01A-01R-1686-07	TCGA-CQ-6229-01A-11R-1915-07	TCGA-UP-A6WW-01A-12R-A34R-07	TCGA-CN-A642-01A-12R-A30B-07	TCGA-CR-7394-01A-11R-2016-07	TCGA-CV-6003-01A-11R-1686-07	TCGA-CN-4736-01A-01R-1436-07	TCGA-CQ-7065-01A-11R-2081-07	TCGA-BA-A6DB-01A-11R-A30B-07	TCGA-CR-7397-01A-11R-2016-07	TCGA-CQ-5330-01A-01R-1686-07	TCGA-IQ-A6SH-01A-12R-A34R-07	TCGA-BA-A6DE-01A-22R-A31N-07	TCGA-CV-6433-01A-11R-1686-07	TCGA-CQ-A4CA-01A-11R-A24Z-07	TCGA-HD-8314-01A-11R-2403-07	TCGA-CV-6945-01A-11R-1915-07	TCGA-BA-4075-01A-01R-1436-07	TCGA-KU-A6H8-01A-21R-A34R-07	TCGA-UF-A7JS-01A-11R-A34R-07	TCGA-CQ-6219-01A-11R-1915-07	TCGA-MZ-A7D7-01A-21R-A34R-07	TCGA-QK-AA3K-01A-11R-A39I-07	TCGA-BB-4224-01A-01R-1436-07	TCGA-IQ-A6SG-01A-12R-A34R-07	TCGA-CN-4737-01A-01R-1436-07	TCGA-DQ-5624-01A-01R-1873-07	TCGA-CQ-6224-01A-11R-1915-07	TCGA-CR-7392-01A-11R-2016-07	TCGA-DQ-5625-01A-01R-1873-07	TCGA-CV-5973-01A-11R-1686-07	TCGA-CV-6933-01A-11R-1915-07	TCGA-CV-7236-01A-11R-2016-07	TCGA-IQ-A61H-01A-11R-A30B-07	TCGA-CV-6951-01A-11R-1915-07	TCGA-CN-4733-01A-02R-1873-07	TCGA-BA-7269-01A-11R-2016-07	TCGA-CN-6996-01A-11R-1915-07	TCGA-CV-7238-01A-11R-2016-07	TCGA-MT-A51X-01A-11R-A266-07	TCGA-CV-6954-01A-11R-1915-07	TCGA-CQ-A4CH-01A-11R-A266-07	TCGA-T2-A6WZ-01A-21R-A34R-07	TCGA-CV-6956-01A-21R-2016-07	TCGA-CQ-5333-01A-01R-2403-07	TCGA-CQ-7072-01A-21R-A30B-07	TCGA-IQ-A61E-01A-22R-A30B-07	TCGA-HD-8635-01A-11R-2403-07	TCGA-CV-A6JT-01A-11R-A31N-07	TCGA-CN-5367-01A-01R-1436-07	TCGA-CV-5971-01A-11R-1686-07	TCGA-BA-6871-01A-11R-1873-07	TCGA-CV-A45T-01A-11R-A24H-07	TCGA-F7-A61S-01A-11R-A28V-07	TCGA-CR-6477-01A-11R-1873-07	TCGA-CV-6436-01A-11R-1686-07	TCGA-CR-7372-01A-11R-2016-07	TCGA-D6-A4ZB-01A-11R-A24Z-07	TCGA-HD-8224-01A-11R-2403-07	TCGA-CR-7390-01A-11R-2016-07	TCGA-CV-5439-01A-01R-1686-07	TCGA-CQ-5327-01A-01R-1686-07	TCGA-CR-7393-01A-11R-2016-07	TCGA-CN-4725-01A-01R-1436-07	TCGA-CV-A45R-01A-11R-A24H-07	TCGA-H7-A6C4-01A-11R-A30B-07	TCGA-D6-6515-01A-21R-1873-07	TCGA-CV-5976-01A-11R-1686-07	TCGA-CV-7255-01A-11R-2016-07	TCGA-CX-7085-01A-21R-2016-07	TCGA-CN-6016-01A-11R-1686-07	TCGA-CN-6024-01A-11R-1686-07	TCGA-CR-7401-01A-11R-2016-07	TCGA-DQ-7592-01A-11R-2081-07	TCGA-4P-AA8J-01A-11R-A39I-07	TCGA-CV-5970-01A-11R-1686-07	TCGA-CV-7103-01A-21R-2016-07	TCGA-D6-8569-01A-11R-2403-07	TCGA-CQ-6222-01A-11R-1915-07	TCGA-CV-A6K0-01B-21R-A31N-07	TCGA-CN-A498-01A-11R-A24H-07	TCGA-HD-8634-01A-11R-2403-07	TCGA-HD-A6HZ-01A-12R-A31N-07	TCGA-CR-7382-01A-11R-2132-07	TCGA-BA-6873-01A-11R-1873-07	TCGA-BA-A6DG-01A-21R-A30B-07	TCGA-CN-6019-01A-11R-1686-07	TCGA-F7-A61V-01A-11R-A28V-07	TCGA-BA-4077-01B-01R-1436-07	TCGA-CN-A6V6-01A-12R-A34R-07	TCGA-CR-7391-01A-11R-2016-07	TCGA-CQ-5329-01A-01R-1686-07	TCGA-CQ-6221-01A-11R-2081-07	TCGA-DQ-5630-01A-01R-1873-07	TCGA-CV-6934-01A-11R-1915-07	TCGA-D6-6823-01A-11R-1915-07	TCGA-CV-A6JU-01A-11R-A31N-07
CTSB	63.1932	116.1158	139.4427	187.9055	88.33785	65.50311	49.98791	30.53802	94.24157	70.797	97.80256	149.9531	164.1751	64.91472	145.1318	161.2921	103.553	145.749	60.20178	98.77871	253.9643	201.0225	102.3505	150.3894	162.9345	164.5361	260.6029	169.6913	95.32858	186.7972	208.5571	492.0199	400.9925	87.97729	85.45075	103.0166	156.2537	82.13495	149.6163	154.9105	109.5386	115.4319	107.123	105.9006	236.7228	181.9459	212.5079	180.4323	108.7142	157.5826	146.9784	149.7148	149.7503	211.7613	80.76548	189.1787	156.2854	238.1559	174.0243	96.8995	394.1637	135.4631	286.8339	239.0528	187.4369	156.7894	130.5229	158.7838	320.3672	161.7517	830.9172	270.307	66.74932	202.4727	189.7106	526.3431	230.5435	42.5052	213.3693	312.9212	192.9493	392.7312	422.7728	91.32246	225.482	279.5827	160.8623	205.877	75.90638	205.0305	234.3945	124.7419	306.1167	282.8419	94.44156	188.8947	278.3338	308.6358	244.9063	212.3703	498.6844	240.9097	252.1682	115.4589	101.3979	153.5551	156.6342	70.6465	111.1234	823.5297	210.0071	229.2289	148.774	128.9647	186.1249	189.0942	122.4667	273.1307	218.8248	241.2858	65.45205	172.9668	150.3703	164.2	168.2243	178.2026	264.3323	171.8376	107.363	179.8555	87.63543	204.0571	134.6462	179.932	222.8088	254.5319	133.8618	175.305	211.6372	203.2345	227.2333	173.78	253.4523	320.5088	125.1044	138.9662	173.374	211.6101	387.2562	100.3893	448.4044	395.5422	116.6684	480.35	151.847	186.8651	473.7962	255.6467	312.5371	346.8885	110.1553	174.178
CTSD	107.8279	97.93444	149.2922	325.8185	188.6478	129.9563	163.9678	93.13782	115.68	205.4487	107.4404	162.4032	198.6779	109.8681	328.739	530.2895	434.4227	325.0732	221.5843	93.70978	128.4158	225.4696	282.2842	267.5637	335.2348	267.1617	168.7545	265.561	172.1411	188.7667	253.059	414.7923	320.3957	239.1695	134.4201	385.8197	322.7618	247.9685	301.9489	163.0419	522.4881	121.9679	429.8389	72.01263	200.5881	175.3431	315.2816	190.0875	227.3619	360.4397	265.1438	207.0002	197.1294	206.5118	246.6008	296.9876	219.0389	234.231	190.525	94.89535	89.48768	208.4645	378.4094	292.8169	198.0146	293.0764	241.843	417.5642	106.3453	192.6702	240.6554	346.5596	598.5937	204.907	177.417	354.0845	562.5302	403.6265	356.0484	257.3419	277.5333	135.613	219.3459	203.8405	1118.845	348.9565	70.57792	193.4264	160.4009	242.5943	216.2614	276.2825	422.1107	359.1896	189.0066	243.7139	396.7688	247.0786	292.059	300.0332	330.9902	272.3545	403.2999	285.9131	188.7898	288.1123	141.9112	177.7044	188.764	552.4054	98.69021	293.8463	199.4618	541.4755	219.4027	272.6385	136.1647	218.6306	202.2493	240.777	167.4021	236.479	183.1811	281.6577	118.0765	255.0449	434.623	155.6906	125.5289	250.5136	240.269	354.017	471.8748	316.1066	230.9225	461.4874	176.8135	217.228	262.0317	429.0886	323.2263	227.6615	244.5921	526.3434	186.8353	404.8352	187.6171	161.9565	308.5035	147.0756	278.8026	597.1233	144.8716	450.5048	289.3838	199.4398	167.3661	125.4302	370.2758	283.2724	176.0108	546.8624
CX3CL1	6.137302	2.254902	6.025983	27.55915	6.241464	3.64504	17.3844	5.379998	6.203047	13.82087	4.093253	9.54284	5.668582	22.24237	31.97621	17.36648	2.192978	42.24871	0.6294518	17.67435	15.11628	13.73283	1.004392	1.126536	1.074235	16.3584	0.3839129	2.649773	18.85484	6.508807	1.738076	1.721011	12.94608	4.000336	2.279555	13.39872	37.38877	1.509048	1.608145	4.675819	43.96261	0.9503315	0.91338	2.772349	3.123291	2.494056	22.86983	2.402715	41.37959	1.010425	5.790963	7.139644	0.4652594	10.00565	1.636567	0.6349848	7.856318	18.51047	28.45009	13.41735	0.5426131	6.066191	2.641526	4.160375	3.88271	23.08203	3.282073	4.748803	2.86666	7.049826	2.164863	9.196706	1.092648	8.67437	4.32833	20.42403	5.506614	2.35575	42.67895	1.44076	6.927929	1.744693	0.1846108	5.691682	4.517773	31.22867	2.734376	5.37446	0.3753235	6.407211	1.191574	1.120796	7.429237	7.898884	20.33127	0.5664305	15.93722	16.87627	0.8919309	3.817241	55.28404	17.03631	16.69639	4.672937	0.7472794	4.0912	0.3095617	3.107822	1.172663	3.459413	21.46009	0.9070968	4.742343	0.8510937	16.25325	5.235391	30.6944	5.514132	1.446848	1.438262	3.418987	2.424836	8.839486	13.34613	13.85728	1.507814	1.535878	11.75614	0.4359819	4.66246	2.199912	5.724178	20.86451	1.124954	2.929609	0.9798155	22.57204	7.329598	6.795004	8.290458	5.932101	7.835082	1.980845	9.350536	7.401687	11.94692	0.6077683	27.50359	18.16284	5.457952	3.282499	41.88638	4.413705	44.48235	47.36299	5.018426	3.604706	1.735341	8.042119	10.16309	3.096516	2.659672
CXCR4	12.26682	3.009184	13.65494	8.26169	5.28381	7.552702	3.205761	18.65177	6.564411	3.068413	5.277446	12.28977	7.647783	7.64595	7.993814	11.62596	1.838194	12.88612	2.213002	8.225882	15.06796	3.658391	7.330002	6.560035	2.352627	10.35822	1.967241	2.123043	84.54535	6.218791	2.96426	22.24087	11.40846	82.64892	3.062155	47.53529	48.7752	141.586	13.49964	12.27057	2.339504	8.235771	11.77577	12.42818	5.130799	4.783227	32.84155	16.2444	47.74713	13.2462	9.792625	14.20712	6.53356	0.9500185	1.393955	4.407777	15.39639	8.769899	69.29695	126.0327	3.570861	7.631355	18.06776	21.9345	11.2116	61.34175	9.448396	47.96772	11.37658	50.34104	1.836497	16.95403	1.305607	39.39966	15.64304	13.67117	5.7353	3.368349	73.61805	7.394867	26.57158	1.458454	12.57529	14.12458	8.320472	16.14239	3.5744	37.97173	11.20407	8.019884	9.709745	10.80716	17.505	21.09236	3.744993	2.610919	22.8754	5.866997	7.088436	3.559645	84.3865	7.429934	12.32646	17.46906	3.749702	9.557167	11.15423	14.99405	2.411899	8.889276	13.84771	7.612581	10.39237	4.394575	6.49847	22.51211	90.43736	20.67233	5.536262	19.59568	4.268193	8.487289	12.00431	8.372958	4.4029	12.57065	14.35307	63.31686	2.819417	8.604124	17.36266	19.40891	4.666503	3.720511	41.94539	18.57484	20.05538	3.635303	6.085816	16.41685	7.711713	14.00666	2.144085	12.2994	22.45105	7.057708	2.95908	30.7616	21.69375	7.091613	24.77857	46.89807	9.694808	9.684917	56.57253	8.928389	13.9753	20.59803	12.73019	37.11469	7.178128	4.467316
DAPK1	0.6890896	0.2544311	0.9780952	8.333185	0.333495	1.566863	2.364759	0.7622323	0.7919326	0.8773475	0.4755065	1.480458	0.4291975	2.425614	2.346075	7.907762	0.8338555	1.655699	0.371361	1.709494	1.496093	4.044191	1.803814	0.2585052	0.8049219	0.7382416	0.6672174	5.102264	1.896797	4.736756	0.7467582	5.267243	2.726311	0.5452904	2.816388	0.4196563	4.562602	0.7915403	1.112741	1.079937	0.3162336	1.688933	1.744302	0.3231855	0.6135251	1.080842	4.559317	1.103019	1.310548	0.3445816	1.221637	1.254964	0.8042272	3.67357	0.6168557	1.900606	2.886018	7.779932	2.234368	3.030666	0.4977355	2.080236	4.207956	5.006108	6.067683	2.667107	1.398539	0.7133444	1.101606	2.771931	2.305276	3.892574	1.038097	1.533622	1.574571	7.603449	0.4427607	0.3752086	1.608729	7.454499	12.74129	0.4518935	1.244745	1.49614	1.170322	2.425372	0.3104336	1.305433	10.28793	1.681691	4.946023	4.70326	2.390976	5.522865	4.633434	0.2343213	2.149031	2.020777	1.016019	0.8948312	4.517379	0.3458828	3.497956	2.354623	1.025748	9.228793	1.012387	0.1743475	0.2203813	3.721477	0.8262702	1.028769	2.373745	0.5555591	3.624401	2.525867	0.9070978	2.443305	1.337083	1.985888	0.5686166	1.480911	2.73189	2.05633	0.3960558	0.4778971	2.793436	3.302357	0.9306665	1.645703	1.655832	3.906336	0.8118496	10.03173	3.919798	2.451648	1.611086	0.5764108	9.616498	6.32724	1.253571	13.18005	1.102026	4.115999	2.640763	1.035004	1.349978	1.771858	4.43116	2.153972	1.535382	8.380003	0.7765442	2.394461	2.350819	1.626917	4.452515	1.210152	1.914394	3.813618	0.4984547	0.3710531
DAPK2	0.9366965	0.7231769	1.063077	0.5795435	0.5947154	1.308545	2.041222	2.58757	0.4719123	0.5103036	0.4133322	0.6890309	1.646022	1.358544	0.6095	1.075563	0.5707915	0.7178837	0.3674274	0.1542087	0.252735	0.889236	0.4230264	0.7750268	0.2008376	0.986674	0.2973119	0.2854484	0.5970583	0.8569788	0.3444988	0.9942647	1.101857	0.4095348	0.4510782	0.9654236	1.392061	1.039851	0.7595773	0.7685423	0.6955053	0.04624067	0.2246176	0.8305059	0.1045948	0.2015656	0.6120421	1.537661	0.7844198	0.3484639	0.6910899	0.1693604	0.5835052	0.2041619	0.1443179	0.5278323	0.7293873	0.5520541	0.7352963	1.484604	0.5295713	0.3287552	1.043596	0.3126845	1.309688	0.6662247	1.051956	2.457181	0.3720438	0.5383284	0.4740192	0.8302426	0.3277216	1.540527	0.4996382	0.4442557	0.3153724	0.3700552	1.356946	1.043229	0.5231068	0.2718671	0.1622872	0.5895371	1.050748	0.4052017	1.171394	0.2840023	0.4630714	1.189904	0.8236165	0.3690137	0.9405878	0.344467	0.6611476	0.6892165	0.8599233	0.5718619	0.8379814	0.2336877	0.3529958	0.1581725	0.8439461	1.518484	0.4384203	0.8769258	0.1498082	0.8886556	0.7310262	0.6400304	0.453799	0.4463752	1.219894	0.4238665	0.6415231	3.502163	0.5916252	0.5315075	0.70112	0.6876851	0.1949488	0.7423735	0.887267	1.192421	0.2521858	0.8094467	0.2055177	0.3371484	0.5389618	0.8080057	1.275601	0.7402137	0.2312047	0.7751447	0.6771065	0.9367003	0.4007639	0.3308103	0.4549713	1.347474	0.4499929	1.104602	0.1106248	1.517283	1.589168	1.74624	0.6457192	2.259082	0.2753566	0.6046054	1.452251	0.6055341	1.533803	1.249405	1.850563	0.6703758	0.1792644	0.1478919	0.71957	1.116968	0.3391752	4.784025
DDIT3	5.813994	1.524349	3.868376	5.421307	13.02078	7.127201	7.884247	8.253263	3.022544	6.740584	2.863999	3.643095	5.070409	4.617164	10.32038	7.443287	6.238576	25.52977	7.255827	22.00102	7.022678	17.7706	3.7428	7.274901	10.05337	11.28885	4.934229	5.814519	13.345	12.30401	19.58958	8.251214	14.79482	20.61908	5.722693	16.65662	7.474121	16.91985	9.549668	6.127875	14.87886	7.938284	2.731994	19.68039	6.855105	10.89317	5.415049	9.473323	6.182923	10.0095	21.28443	5.20274	6.684271	11.71245	7.588792	7.541072	4.412942	9.591177	7.787889	18.04767	10.50552	6.372039	5.520951	11.47674	7.525515	4.593811	5.22356	23.67343	8.937959	1.552903	10.00498	14.58862	8.648971	17.53804	5.038328	7.726335	45.44423	13.25	18.98498	11.05551	8.621391	11.48281	25.16947	8.473479	17.68045	8.674538	6.169996	22.0379	10.33128	12.21174	10.26704	25.52175	12.02132	5.896681	4.792482	12.79688	16.73063	6.136865	18.47656	10.99617	9.351734	23.78168	7.561739	8.679857	4.498918	25.01942	8.851647	37.96097	12.31191	8.713967	20.92495	9.459041	8.744178	15.11565	6.212682	9.283775	32.59564	11.61238	22.70021	3.00875	3.198027	5.846151	13.83784	12.07446	3.786098	8.149691	6.585261	2.38537	5.963303	16.88327	7.518587	6.155296	11.01893	8.851942	4.685159	6.468255	88.72164	4.028418	7.436386	20.89467	2.004444	8.330705	5.991228	7.074588	7.977223	11.59752	6.784166	7.066065	6.244029	5.058424	16.35603	12.06779	17.01414	7.160111	20.68976	3.662798	6.892081	11.79451	12.80525	8.940771	9.345517	19.03131
DIRAS3	0.457302	0.5743076	0.5114063	1.4669	1.174656	1.495408	0.8362879	0.8053534	1.1294	0.3644428	0.3326908	0.5177318	0.404096	1.508263	0.7008374	0.2968184	0.1193324	0.1513069	0.2019866	0.3028043	0.3781417	0.1199316	0.1590473	0.3182748	0.2844622	0.2153819	0.1601534	0.06647587	0.2126755	1.628569	0.2685026	8.430463	0.1990964	0.473726	0.1101611	0.2144734	1.487947	0.200546	0.5361706	0.2482341	0.1487103	2.584068	0.5539536	9.419778	0.2069335	0.3293595	0.3415741	0.2747894	0.3067028	0.2121265	0.394529	0.8738761	0.1222754	0.09647544	0.1555733	0.4788938	0.4068895	2.275929	1.08525	0.1696088	1.043882	0.4247998	0.7027804	1.117149	0.3109808	0.2997637	0.1573276	2.384885	0.3709801	0.1682301	0.1449897	0.6099215	0.3782031	0.8799036	0.7240893	0.4640211	0.3331365	0.1963894	0.1378288	0.4943887	0.4610019	0.3362717	0.3485677	0.7481299	0.3481281	0.3494428	0.2452512	1.898616	0.2096583	0.1905597	0.2574171	0.2163995	0.3995365	0.2084671	0.2292532	0.607467	0.2054625	1.163955	0.8339569	0.2898415	1.327385	0.7984784	0.4852084	0.3233404	0.650266	0.265412	0.4835864	0.2899777	0.2462622	0.169833	0.4562055	1.883642	0.5686633	0.2809839	0.5397508	0.7881198	0.3601504	0.283577	0.1090056	0.2813833	0.4150221	0.2635543	0.2190809	0.2676489	0.6895318	1.092038	0.4882817	2.072942	0.1398362	0.3946579	0.2562408	0.2599539	0.4451478	0.2308011	1.34113	0.6313863	0.8529092	0.2074824	0.6012026	0.3623602	0.3104563	0.5250696	0.5229441	0.2879532	0.4953565	0.161776	0.5314228	0.7857265	0.5070689	1.274178	0.43846	0.9705683	1.168555	0.3220356	0.4684017	0.9485059	0.8494986	6.226402	0.4076616	2.233178	0.2034797	0.3412239
DLC1	0.8416575	1.003832	0.4792967	1.318485	0.882302	1.453389	2.678842	1.421987	0.9901969	0.8531787	0.4779024	0.4324219	0.824199	1.579341	0.615085	0.8931213	0.5765883	0.514392	0.8523126	2.849355	5.052813	3.579756	1.012397	0.6267371	0.6920232	0.7195374	0.3959627	2.548416	2.811836	1.522518	0.6517574	2.873969	1.256113	0.5544221	0.8373735	0.2481803	8.578307	0.9166168	2.409155	1.45129	0.07832692	1.071196	1.874776	0.9207379	2.655288	1.548582	1.706746	2.015508	2.7287	1.275993	0.9978091	0.4777906	0.427292	0.646151	0.3882918	0.6879195	1.136171	2.300477	2.293085	0.5346522	4.420698	1.054255	2.243108	3.203752	1.509219	1.402451	0.6779922	0.3354913	0.5653105	1.631195	0.1793473	1.86338	0.4089361	1.455218	3.563568	2.374603	0.5346218	0.6318059	0.2912705	1.323325	1.139961	1.090879	2.205776	1.494701	0.2794552	1.495441	0.1635667	3.720059	1.054092	0.5543124	3.839824	2.083399	1.825913	3.189229	0.7267681	0.7259228	0.669834	2.267777	1.301162	0.3740648	4.093223	1.207531	1.475824	1.264231	1.091543	2.703021	1.411454	1.138063	0.5270873	0.6075569	3.540058	0.5189707	1.744928	0.7624058	1.118704	3.897383	3.003489	0.8814246	0.3816734	2.043457	0.2856645	3.181728	0.9556835	1.234355	1.717531	0.5595618	0.4872742	6.600349	1.200663	0.7671091	0.6457331	1.56745	1.494701	0.8207644	7.217913	2.617546	2.014485	1.972986	1.464733	2.573442	1.216842	3.468764	0.9897525	0.6523921	1.952858	0.367377	0.6131373	2.310551	11.8274	0.8766299	2.628231	6.040894	0.4643355	0.9984374	0.8074174	1.807129	1.09691	5.024552	1.55183	4.311118	0.7027946	0.4827333
DNAJB1	102.6497	88.37949	105.8452	173.6562	173.2472	141.2368	16.60913	117.7927	94.0556	15.15931	148.4329	106.4131	203.1896	81.63994	82.89843	93.37023	48.01304	78.75667	72.61153	100.5351	49.37816	65.87293	93.58889	96.18288	85.77026	97.12515	182.0925	73.57484	54.02684	43.74277	107.2559	57.28639	49.98228	174.699	67.34903	61.63343	29.61409	111.7863	60.82117	84.7807	49.84911	142.6898	35.65706	87.73615	45.13349	62.24683	56.64462	44.48647	74.82193	123.9633	78.95732	83.19859	106.6964	69.98535	48.06481	82.49062	58.90843	90.67183	66.0773	66.58234	78.42441	99.37795	86.29555	43.16314	85.79755	82.59993	84.30941	42.33178	39.47295	66.41001	87.51687	80.21456	76.15152	91.58255	74.28305	37.77242	67.86797	60.63111	51.82831	63.62997	69.37741	54.42541	92.95194	73.23911	132.8403	94.70201	102.0697	37.90855	70.94891	85.24952	155.1458	112.1047	34.14712	51.45241	90.84731	136.2823	198.1245	155.7865	82.90323	72.24137	53.50301	139.8733	60.94224	73.39385	103.2512	70.37174	77.44116	138.2015	52.62592	48.32892	39.71482	54.17671	61.76825	106.9464	62.78785	19.09785	74.49502	63.6743	75.87709	54.77693	65.98595	73.21246	76.15417	70.05829	80.71123	173.0376	66.95183	141.4346	51.50184	73.02589	93.10055	44.50247	89.52187	63.09771	82.5258	124.2403	518.1189	67.2981	80.10168	45.29785	85.64558	71.29922	52.56656	103.2574	70.86354	85.39491	103.7537	84.58098	42.59091	67.77814	94.36078	70.91204	121.7614	97.98844	117.3892	119.2966	66.67432	40.84105	113.6771	50.78327	69.78891	69.79248
DNAJB9	9.122497	8.36252	11.33772	9.64197	3.325201	9.634999	7.72593	8.010919	5.303106	7.522288	14.07506	7.719428	10.30442	12.15898	10.90681	8.563436	8.940294	8.902189	6.805878	19.59589	9.832521	7.076745	7.244949	4.3605	16.45181	6.25956	5.928798	4.802229	9.115666	9.220788	18.80449	4.819063	8.282557	9.32473	5.599051	9.960317	13.92273	12.43188	6.410009	7.478553	10.53516	12.60187	7.56843	29.30716	9.874612	5.89602	8.318301	10.91604	12.13731	7.04837	9.141986	5.667685	9.301717	5.984796	4.673976	6.945441	6.924164	11.74719	10.63657	6.127104	10.24357	9.859919	8.084335	9.394537	6.07966	19.31836	8.81496	6.206452	4.895013	12.72558	3.198664	10.24774	12.96243	12.28694	8.482672	7.040061	9.665431	19.57641	7.557677	4.917484	7.831925	4.417377	21.05315	8.339282	3.232837	7.713025	18.89974	8.418857	6.540507	11.23815	8.341075	12.89394	13.53441	19.20973	9.846476	5.739693	11.1945	13.18289	13.70785	9.952575	27.4575	13.80239	11.42693	6.701067	9.887379	9.205413	10.18826	8.29711	7.035517	6.187192	12.88985	4.532961	12.12801	4.899751	6.327687	13.49512	8.673601	9.371087	8.187293	6.767572	2.009708	18.8605	11.86619	19.20152	8.587056	9.10118	4.982639	10.66138	8.849706	10.1621	8.160487	8.042048	7.507299	7.669309	14.85422	9.111314	23.60248	7.996305	7.257476	9.463202	7.902224	9.81878	6.585612	8.999826	9.844963	13.00455	8.901363	10.64206	8.339252	4.803761	11.24342	11.1079	9.022201	10.48882	13.84908	8.195896	9.383077	16.07471	15.37251	10.45453	6.17652	6.745219
DRAM1	2.280635	1.719655	2.472762	3.647911	2.311505	1.620833	3.508763	1.48598	2.441174	3.622167	1.230094	2.636281	2.445348	3.054696	5.28608	7.658861	4.419033	8.803495	5.167407	5.921793	8.859872	15.4847	6.666379	6.289578	2.568434	6.891634	1.916016	4.734042	11.8824	8.639524	2.952474	8.944409	12.72513	51.93584	6.15299	18.76757	9.205685	12.09922	9.571758	3.332282	3.168031	3.182276	10.35956	14.0006	5.349562	4.888379	11.70836	5.345346	17.75026	5.189852	5.570795	3.531552	2.974551	4.326046	3.884556	6.046636	6.200657	8.34196	16.00279	12.69348	17.76305	4.833713	6.177421	16.21918	5.353608	12.38835	6.46709	9.288723	5.409361	9.033983	12.85466	9.633843	4.773349	6.273562	6.652618	9.746497	4.039195	4.140496	15.66361	9.855229	4.072178	2.282091	21.49325	3.148279	2.696778	5.026754	2.871973	7.88625	1.734169	1.896062	7.708712	4.893833	11.0596	11.42898	5.600786	6.930962	5.924888	6.995905	6.234337	2.026468	13.49905	2.198522	11.48585	5.456156	6.557179	5.910505	7.295285	2.55169	2.868757	17.67898	10.15867	9.521333	7.235262	4.303012	3.654094	13.91817	22.41093	8.931096	14.07847	4.833012	5.231106	7.065928	4.245822	3.297952	3.11463	2.31744	7.069335	6.371291	8.046492	4.927167	5.722096	19.51338	3.330307	4.230073	11.74285	6.652867	2.101386	4.411096	6.837445	14.44382	5.133029	4.88103	5.263582	5.084882	8.500402	6.477108	3.623789	8.548259	14.58971	11.71194	10.62087	10.8056	3.820128	11.9171	12.33683	5.210005	16.09783	26.10521	13.95688	14.28721	7.398242	14.82249
